"2019-02-24 12:31:59.854344","root[root] @ localhost [127.0.0.1]",9,1,"Query","use classicmodels"
"2019-02-24 12:31:59.905347","root[root] @ localhost [127.0.0.1]",9,1,"Query","SELECT DATABASE()"
"2019-02-24 12:31:59.907347","root[root] @ localhost [127.0.0.1]",9,1,"Query","SET global general_log = 1"
"2019-02-24 12:31:59.909347","root[root] @ localhost [127.0.0.1]",9,1,"Query","SET global log_output = 'table'"
"2019-02-24 12:32:01.911461","root[root] @ localhost [127.0.0.1]",9,1,"Query","use classicmodels"
"2019-02-24 12:32:01.912461","root[root] @ localhost [127.0.0.1]",9,1,"Query","SELECT DATABASE()"
"2019-02-24 12:32:01.914462","root[root] @ localhost [127.0.0.1]",9,1,"Query","DROP USER IF EXISTS Inventory@'localhost'"
"2019-02-24 12:32:01.998466","root[root] @ localhost [127.0.0.1]",9,1,"Query","DROP USER IF EXISTS Bookkeeping@'localhost'"
"2019-02-24 12:32:02.136474","root[root] @ localhost [127.0.0.1]",9,1,"Query","DROP USER IF EXISTS HR@'localhost'"
"2019-02-24 12:32:02.260481","root[root] @ localhost [127.0.0.1]",9,1,"Query","DROP USER IF EXISTS Sales@'localhost'"
"2019-02-24 12:32:02.366487","root[root] @ localhost [127.0.0.1]",9,1,"Query","DROP USER IF EXISTS IT@'localhost'"
"2019-02-24 12:32:02.499495","root[root] @ localhost [127.0.0.1]",9,1,"Query","CREATE USER 'Inventory'@'localhost' IDENTIFIED BY <secret>"
"2019-02-24 12:32:02.590500","root[root] @ localhost [127.0.0.1]",9,1,"Query","GRANT ALL ON classicmodels.products TO 'Inventory'@'localhost'"
"2019-02-24 12:32:02.690506","root[root] @ localhost [127.0.0.1]",9,1,"Query","GRANT ALL ON classicmodels.productlines TO 'Inventory'@'localhost'"
"2019-02-24 12:32:02.871516","root[root] @ localhost [127.0.0.1]",9,1,"Query","CREATE USER 'Bookkeeping'@'localhost' IDENTIFIED BY <secret>"
"2019-02-24 12:32:03.093529","root[root] @ localhost [127.0.0.1]",9,1,"Query","GRANT UPDATE ON classicmodels.orders TO 'Bookkeeping'@'localhost'"
"2019-02-24 12:32:03.334543","root[root] @ localhost [127.0.0.1]",9,1,"Query","CREATE USER 'HR'@'localhost' IDENTIFIED BY <secret>"
"2019-02-24 12:32:03.418548","root[root] @ localhost [127.0.0.1]",9,1,"Query","GRANT ALL ON classicmodels.employees TO 'HR'@'localhost'"
"2019-02-24 12:32:03.536554","root[root] @ localhost [127.0.0.1]",9,1,"Query","GRANT ALL ON classicmodels.offices TO 'HR'@'localhost'"
